fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,k_value,l_value,m_value,percentage_free_sulphur,n_value
7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,0,7.94,3.97,0.666,26,1.372
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,1,7.72,3.86,0.884,40,0.471
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,0,7.92,3.96,0.72,28,0.582
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,1,7.77,3.885,0.776,30,0.53
10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,1,10.38,5.19,0.84,26,0.657
12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,0,12.5,6.25,0.752,36,0.75
9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,0,9.99,4.995,0.644,19.2,0.67
8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,1,8.79,4.395,0.822,26.66666667,0.723
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,1,11.64,5.82,0.742,25,0.731
10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,0,10.73,5.365,0.629,20.66666667,0.8055
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,1,11.64,5.82,0.742,25,0.731
6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,0,7.3,3.65,0.663,15,0.8395
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,0,8.93,4.465,0.594,26,0.589
9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,0,11.04,5.52,0.609,47.1875,0.7075
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,0,8.93,4.465,0.594,26,0.589
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,1,11.2,5.6,0.754,24.28571429,0.784
9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,0,9.71,4.855,0.714,25.83333333,0.77
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,1,11.2,5.6,0.754,24.28571429,0.784
8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,0,9.4,4.7,0.564,25.83333333,0.754
8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,0,9.08,4.54,0.611,19.33333333,0.8405
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,0,11.06,5.53,0.6,24.5,1.11
13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,0,13.73,6.865,0.56,26.66666667,0.721
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,1,8.45,4.225,0.584,18.125,0.753
8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,0,8.96,4.48,0.618,18.125,0.776
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,0,8.88,4.44,0.619,30,0.8555
9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,0,10.78,5.39,0.558,43.42857143,0.793
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,0,8.88,4.44,0.619,30,0.8555
7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,0,7.75,3.875,0.67,30.76923077,0.611
9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,0,9.74,4.87,0.685,29.23076923,1.0235
7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,0,8.36,4.18,0.509,22.5,0.5075
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,0,8.48,4.24,1.207,34,0.7145
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,0,8.585,4.2925,0.637,28,1.3235
9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,0,10.12,5.06,0.627,77.5,0.8715
8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,0,9.09,4.545,1.592,38.75,0.913
9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,0,9.48,4.74,0.704,58.0952381,0.946
9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,0,9.47,4.735,0.694,52.08333333,0.914
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,1,5.57,2.785,0.654,24.44444444,0.411
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,1,7.65,3.825,0.736,31.25,0.667
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,1,7.65,3.825,0.736,31.25,0.667
9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,0,10.015,5.0075,0.617,40,1.0595
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,1,12.18,6.09,0.691,38,0.7755
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,1,11.62,5.81,0.646,33.84615385,0.994
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,1,7.65,3.825,0.736,31.25,0.667
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,1,7.64,3.82,0.737,25.55555556,0.6675
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,0,7.88,3.94,0.773,38.18181818,0.9125
9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,0,9.865,4.9325,0.618,35,0.527
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,0,9.435,4.7175,0.563,49.09090909,1.8665
7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,0,7.78,3.89,0.563,19,0.6625
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,0,7.89,3.945,0.587,23.125,0.9765
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,1,8.345,4.1725,0.678,31.81818182,0.808
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,1,10.01,5.005,0.722,25.38461538,0.605
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,0,11.625,5.8125,0.65,40,0.966
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,0,9.465,4.7325,0.703,70,1.0145
8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,0,9.39,4.695,0.534,25.38461538,1.002
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,0,8.43,4.215,0.535,48,0.7995
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,0,10.64,5.32,0.588,36.66666667,0.875
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,1,7.69,3.845,0.549,26.15384615,0.8805
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,0,8.43,4.215,0.535,48,0.7995
7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,0,8.06,4.03,0.649,40.83333333,0.8415
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,0,8.96,4.48,0.522,22,0.649
7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,0,7.76,3.88,0.626,26.47058824,1.213
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,0,8.96,4.48,0.522,22,0.649
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,0,9.38,4.69,0.624,30.28571429,0.95
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,0,8.02,4.01,0.674,32,0.868
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,0,7.41,3.705,1.673,35.27777778,0.7465
7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,0,8.615,4.3075,0.686,24,0.993
9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,0,9.66,4.83,0.627,26,0.9725
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,1,8.82,4.41,0.804,27.22222222,0.9
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,0,6.97,3.485,0.747,27.5,0.5775
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,0,6.97,3.485,0.747,27.5,0.5775
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,1,7.265,3.6325,0.561,21.48148148,1.0015
9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,0,10.05,5.025,1.057,30.83333333,1.0155
8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,0,9.775,4.8875,0.608,35,1.105
7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,0,8.135,4.0675,0.562,19,0.682
7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,0,7.45,3.725,0.682,45,0.919
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,0,8.26,4.13,0.695,43.33333333,0.6775
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,0,8.665,4.3325,0.612,20,0.706
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,0,8.665,4.3325,0.612,20,0.706
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,1,8.79,4.395,0.743,30.52631579,0.7965
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,0,9.46,4.73,0.652,37.14285714,0.932
9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,0,9.69,4.845,0.688,20,0.764
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,1,9.06,4.53,0.755,13.33333333,1.3555
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,0,9.73,4.865,0.648,49.64285714,0.867
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,0,7.115,3.5575,0.715,20,0.6025
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,0,12.01,6.005,0.626,40.4,1.004
11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,0,11.49,5.745,0.605,48.0952381,0.9655
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,1,7.81,3.905,0.8,23.33333333,0.701
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,1,8.54,4.27,0.55,47.5,0.866
8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,0,8.93,4.465,0.563,42.5,0.9015
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,1,7.7,3.85,0.791,25.83333333,0.7015
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,1,7.81,3.905,0.8,23.33333333,0.701
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,0,8.95,4.475,0.639,23.52941176,0.9345
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,0,8.95,4.475,0.639,23.52941176,0.9345
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,0,8.14,4.07,0.707,27.5,0.8245
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,0,8.95,4.475,0.639,23.52941176,0.9345
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,1,8.28,4.14,1.475,22.85714286,0.8535
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,1,8.71,4.355,0.488,21.36363636,0.613
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,1,7.28,3.64,0.517,22,0.6305
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,0,8.97,4.485,0.584,31,0.702
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,0,8.97,4.485,0.584,31,0.702
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,0,9.22,4.61,0.612,26.66666667,0.838
9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,0,9.58,4.79,0.645,115.5555556,0.9275
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,0,9.955,4.9775,0.516,70,0.7
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,1,9.5,4.75,0.599,23.75,0.5445
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,0,9.955,4.9775,0.516,70,0.7
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,1,9.78,4.89,0.643,40,0.9085
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,1,9.87,4.935,0.631,40,0.9655
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,0,9.39,4.695,0.629,61.66666667,0.9505
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,0,8.1,4.05,0.723,75.38461538,0.9255
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,1,7.69,3.845,0.612,39.16666667,0.735
7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,0,8.62,4.31,0.616,45.71428571,0.61
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,1,7.69,3.845,0.612,39.16666667,0.735
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,0,10.085,5.0425,0.632,62.17391304,0.813
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,0,10.07,5.035,0.632,62.60869565,0.785
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,1,8.3,4.15,1.077,440,0.6765
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,1,8.3,4.15,1.067,225,0.6785
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,0,8.2,4.1,0.562,22.85714286,0.951
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,1,7.665,3.8325,0.843,87.27272727,0.8775
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,1,7.535,3.7675,0.831,30,0.8745
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,0,8.73,4.365,0.689,48.57142857,1.1195
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,0,7.62,3.81,0.676,43.80952381,0.824
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,1,7.57,3.785,0.79,37.5,0.695
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,0,6.96,3.48,0.764,41.11111111,0.805
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,0,9.82,4.91,0.611,36.92307692,0.7705
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,0,6.96,3.48,0.764,41.11111111,0.805
7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,0,7.69,3.845,0.667,42.5,0.7905
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,0,10.25,5.125,0.583,55.45454545,0.8135
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,0,10.25,5.125,0.583,55.45454545,0.8135
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,1,10.56,5.28,0.639,30.52631579,0.7475
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,1,10.56,5.28,0.639,30.52631579,0.7475
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,0,9.23,4.615,0.619,56.66666667,0.9535
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,1,7.77,3.885,0.762,45.55555556,0.907
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,0,9.44,4.72,0.624,52,0.946
7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,1,7.71,3.855,0.681,51.17647059,0.7945
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,0,8.3,4.15,0.615,18.57142857,0.8075
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,1,10.37,5.185,0.595,37.14285714,0.8305
10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,0,11.69,5.845,1.312,85.71428571,0.906
8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,0,9.16,4.58,0.866,26.66666667,0.875
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,1,9.67,4.835,0.848,20,0.587
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,1,9.9,4.95,0.602,28,1.189
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,1,9.9,4.95,0.602,28,1.189
7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,0,7.81,3.905,0.592,41.53846154,1.257
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,0,9.15,4.575,0.508,21.25,1.042
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,1,5.685,2.8425,0.984,61.42857143,0.532
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,1,8.26,4.13,0.774,32.85714286,0.823
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,1,8.92,4.46,0.654,45,0.896
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,1,8.48,4.24,0.752,25,0.826
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,1,8.65,4.325,0.751,25,0.6985
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,1,8.48,4.24,0.752,25,0.826
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,0,7.93,3.965,1.025,30,0.6765
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,1,8.08,4.04,0.62,37.5,0.937
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,0,7.79,3.895,0.538,35,0.834
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,1,13.4,6.7,0.752,34.28571429,0.986
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,0,11.25,5.625,0.809,19,0.8655
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,0,7.29,3.645,0.682,17.5,0.729
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,1,13.01,6.505,0.863,21.57894737,0.9995
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,0,11.25,5.625,0.809,19,0.8655
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,1,10.31,5.155,0.661,37.5,1.0385
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,1,11.09,5.545,0.814,14.21052632,0.606
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,0,7.815,3.9075,0.521,22.38095238,0.7405
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,0,9.76,4.88,0.637,65.55555556,1.0385
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,0,7.685,3.8425,0.699,24.44444444,0.6195
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,1,5.32,2.66,0.788,26.25,0.654
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,0,7.24,3.62,0.716,24,0.664
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,0,7.24,3.62,0.716,24,0.664
7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,0,7.58,3.79,0.598,26.66666667,0.93
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,0,7.56,3.78,0.566,24.66666667,0.906
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,1,7.77,3.885,0.69,20,0.783
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,0,7.56,3.78,0.566,24.66666667,0.906
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,1,8.37,4.185,0.805,13.23529412,0.7405
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,1,6.51,3.255,0.841,15,0.6815
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,0,8.185,4.0925,0.608,18,0.793
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,1,6.51,3.255,0.841,15,0.6815
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,0,10.84,5.42,1.005,14.11764706,0.6065
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,0,12.07,6.035,1.007,14.16666667,0.6415
8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,0,9.485,4.7425,0.558,14.375,0.576
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,0,8.265,4.1325,0.576,20.37037037,0.503
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,1,6.98,3.49,0.402,27.77777778,0.782
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,1,6.98,3.49,0.402,27.77777778,0.782
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,1,10.41,5.205,0.905,31.11111111,0.5875
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,0,6.5,3.25,0.562,20,0.714
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,1,11.52,5.76,0.855,37.77777778,0.9315
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,0,7.26,3.63,0.745,14.76190476,0.9575
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,1,11.1,5.55,0.839,20,0.9295
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,0,7.785,3.8925,0.708,102.2222222,0.714
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,1,10.15,5.075,0.892,16.15384615,0.633
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,0,7.04,3.52,0.741,22.14285714,0.6225
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,0,7.04,3.52,0.741,22.14285714,0.6225
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,1,8.08,4.04,0.778,32.5,0.611
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,0,7.04,3.52,0.741,22.14285714,0.6225
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,0,7.03,3.515,0.74,26.66666667,0.562
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,0,9.73,4.865,0.635,24.44444444,0.7005
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,0,9.73,4.865,0.635,24.44444444,0.7005
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,0,8.42,4.21,1.15,46.92307692,0.854
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1,9.66,4.83,0.81,13.41463415,0.568
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1,9.66,4.83,0.81,13.41463415,0.568
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,1,8.335,4.1675,0.781,14,0.7895
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,1,9.66,4.83,0.81,13.41463415,0.568
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,1,8.46,4.23,0.853,29.375,0.8545
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,1,11.98,5.99,0.724,18.82352941,0.631
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,1,7.36,3.68,0.894,16,0.621
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,0,7.82,3.91,0.617,56.66666667,0.8605
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,1,6.81,3.405,0.639,58.66666667,0.7515
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,0,7.92,3.96,0.507,35.71428571,0.9075
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,0,7.82,3.91,0.608,49.41176471,0.801
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,0,7.82,3.91,0.617,56.66666667,0.8605
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,0,7.835,3.9175,0.617,53.75,0.8325
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,1,7.29,3.645,0.901,18.46153846,0.7695
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,1,7.41,3.705,0.912,16.92307692,0.682
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,1,7.36,3.68,0.894,16,0.621
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,1,8.23,4.115,0.72,15.92592593,0.646
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,1,8.415,4.2075,0.634,13.87096774,0.664
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,0,7.46,3.73,0.656,12.77777778,0.499
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,0,7.65,3.825,0.607,17.14285714,0.6815
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,1,9.31,4.655,0.647,16.66666667,0.5875
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,1,10.78,5.39,0.754,16.66666667,0.774
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,1,9.11,4.555,0.899,22.85714286,0.9745
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,0,7.57,3.785,0.647,20,0.6935
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,1,8.415,4.2075,0.634,13.87096774,0.664
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,1,9.41,4.705,0.594,23,1.285
